countryyearcode,SLE,countrycode,countryname,year,,region,regionname,incomelevel,incomelevelname,GRxGincSC2022,GRxGincSC2021,GDP per capita (constant 2015 US$),GRpcUNUWIDER 2022,GRpc UNU WIDER,Pop total,"Population ages 00-04, female","Population ages 00-04, male",Pop<5,"Population ages 15-19, female","Population ages 20-24, female","Population ages 25-29, female","Population ages 30-34, female","Population ages 35-39, female","Population ages 40-44, female","Population ages 45-49, female",Female Pop15-49,"Mortality rate, infant (per 1,000 live births)",INFANT SURVIVAL ,Number of infants surviving to 1yr,"Birth rate, crude (per 1,000 people)",Number of births,"Maternal mortality ratio (modeled estimate, per 100,000 live births)","Maternal survival per 100,000 live births",Maternal survival rate %,"Mortality rate, under-5 (per 1,000 live births)",U5 survival rate (per 1000 live births),U5 survival %,Number of children surviving to five ,Number of maternal deaths,Number of under-five deaths,"School life expectancy, primary and secondary, both sexes (years)",School percent,People using at least basic drinking water services (% of population),People using safely managed drinking water services (% of population),People using at least basic sanitation services (% of population),People using safely managed sanitation services (% of population),"Immunization, DPT (% of children ages 12-23 months)",Control of Corruption: Estimate,Government Effectiveness: Estimate,Political Stability and Absence of Violence/Terrorism: Estimate,Regulatory Quality: Estimate,Rule of Law: Estimate,Voice and Accountability: Estimate,Out of school: Primary school,Out of school: Lower school,Out of school: Upper school,In school: Primary school,In school: Lower school,In school: Upper school
AFG2005,7.003,AFG,Afghanistan,2005,1000,SAS,South Asia,LIC,Low income,0.074233262,0.074233262,345.9258,25.6792007,25.6792007,25654274,2380993,2517197,4898190,1336000,1106633,864815,687743,560714,455796,374261,5385962,77.3,922.7,1058647.016,44.723,1147336.096,1140,"98,860",98.86,108.4,891.6,89.16,1022964.863,13000,118653,7.003,41.19411765,36.4015,14.1073,27.4754,,58,-1.443609,-1.210829,-2.070934,-1.637369,-1.658668,-1.12543,0.19,0.53,0.83,0.81,0.47,0.17
AFG2006,7.79722,AFG,Afghanistan,2006,1000,SAS,South Asia,LIC,Low income,0.08968531,0.08968531,353.7206,31.72354165,31.72354165,26433058,2440813,2581619,5022432,1358315,1135463,901455,713959,580422,471632,385832,5547078,74.6,925.4,1073110.733,43.87,1159618.254,1120,"98,880",98.88,104.1,895.9,89.59,1038901.994,13000,115865,7.79722,45.866,38.4755,14.9091,28.884,,58,-1.43289,-1.430343,-2.221302,-1.667902,-1.863189,-1.110294,0.19,0.43,0.8,0.81,0.57,0.2
AFG2007,7.815,AFG,Afghanistan,2007,1000,SAS,South Asia,LIC,Low income,0.078849771,0.078849771,392.7105,30.96513305,30.96513305,27100542,2488674,2624020,5112694,1378912,1152781,934918,738475,598190,486754,396293,5686323,71.9,928.1,1080128.048,42.944,1163805.676,1090,"98,910",98.91,99.9,900.1,90.01,1047541.489,13000,112714,7.815,45.97058824,40.8757,16.0939,30.3746,,63,-1.587331,-1.403352,-2.410581,-1.688257,-1.829666,-1.057654,0.2,0.34,0.76,0.8,0.66,0.24
AFG2008,8.33842,AFG,Afghanistan,2008,1000,SAS,South Asia,LIC,Low income,0.079317373,0.079317373,398.9711,31.64533971,31.64533971,27722281,2528095,2652044,5180139,1405324,1162361,964884,763013,615549,501921,406750,5819802,69.2,930.8,1082447.766,41.949,1162921.966,1030,"98,970",98.97,95.7,904.3,90.43,1051630.334,12000,109221,8.33842,49.04952941,43.3111,17.3224,31.8739,,64,-1.638287,-1.496089,-2.690477,-1.621583,-1.86438,-1.168902,0.21,0.28,0.7,0.79,0.72,0.3
AFG2009,8.47901,AFG,Afghanistan,2009,1000,SAS,South Asia,LIC,Low income,0.105402518,0.105402518,472.8423,49.83876913,49.83876913,28394806,2563755,2678514,5242269,1445507,1171910,991143,789722,634868,518267,418766,5970183,66.7,933.3,1083965.185,40.903,1161432.75,993,"99,007",99.01,91.7,908.3,90.83,1054929.367,12000,105530,8.47901,49.87652941,45.7816,18.2638,33.3819,,63,-1.534796,-1.483899,-2.712689,-1.674311,-1.847092,-1.375497,0.21,0.26,0.61,0.79,0.74,0.39
AFG2010,9.03834,AFG,Afghanistan,2010,1000,SAS,South Asia,LIC,Low income,0.112413739,0.112413739,526.1037,59.14128386,59.14128386,29185511,2600535,2715070,5315605,1503682,1188683,1013511,819307,657692,536591,433278,6152744,64.2,935.8,1087801.73,39.829,1162429.718,954,"99,046",99.05,87.8,912.2,91.22,1060368.388,11000,101658,9.03834,53.16670588,48.2871,19.1151,34.8988,,66,-1.636177,-1.454611,-2.579152,-1.532861,-1.845427,-1.404468,0.21,0.26,0.52,0.79,0.74,0.48
AFG2011,8.96391,AFG,Afghanistan,2011,1000,SAS,South Asia,LIC,Low income,0.116326441,0.116326441,511.9985,59.55896333,59.55896333,30117411,2628898,2736914,5365812,1591572,1238254,1043428,852102,681967,554566,448068,6409957,61.8,938.2,1094926.006,38.75,1167049.676,905,"99,095",99.1,84,916,91.6,1069017.503,11000,97717,8.96391,52.72888235,50.8278,19.9669,36.4251,,68,-1.579174,-1.448444,-2.50206,-1.540586,-1.896546,-1.335977,0.2,0.29,0.46,0.8,0.71,0.54
AFG2012,9.42663,AFG,Afghanistan,2012,1000,SAS,South Asia,LIC,Low income,0.10098215,0.10098215,557.9497,56.34296054,56.34296054,31161378,2648367,2760047,5408414,1691465,1300937,1075817,890401,710389,575024,465556,6709589,59.5,940.5,1104591.233,37.69,1174472.337,858,"99,142",99.14,80.3,919.7,91.97,1080162.208,10000,93811,9.42663,55.45076471,53.4035,20.8188,37.9608,,67,-1.419741,-1.360196,-2.418561,-1.193118,-1.643081,-1.26743,0.18,0.32,0.45,0.82,0.68,0.55
AFG2013,9.56943,AFG,Afghanistan,2013,1000,SAS,South Asia,LIC,Low income,0.095290497,0.095290497,568.9645,54.21691003,54.21691003,32269592,2661325,2783248,5444573,1795834,1375405,1112099,931525,741989,597506,484841,7039199,57.3,942.7,1115521.362,36.67,1183325.939,810,"99,190",99.19,76.9,923.1,92.31,1092328.174,9600,90018,9.56943,56.29076471,56.014,21.671,39.506,,64,-1.43651,-1.385382,-2.519349,-1.193137,-1.597348,-1.240068,0.16,0.35,0.46,0.84,0.65,0.54
AFG2014,9.56385,AFG,Afghanistan,2014,1000,SAS,South Asia,LIC,Low income,0.083429306,0.083429236,565.1793,47.15251705,47.15247719,33370804,2671583,2803677,5475260,1894380,1458199,1154509,971495,775240,621345,504576,7379744,55.2,944.8,1125765.034,35.706,1191537.928,786,"99,214",99.21,73.6,926.4,92.64,1103840.736,9300,86438,9.56385,56.25794118,58.6594,22.5234,41.061,,62,-1.354829,-1.332015,-2.411068,-1.118182,-1.445761,-1.135445,0.14,0.36,0.5,0.86,0.64,0.5
AFG2015,9.35507,AFG,Afghanistan,2015,1000,SAS,South Asia,LIC,Low income,0.098934814,0.098934814,556.0072,55.00846894,55.00846894,34413603,2681852,2819062,5500914,1980573,1545400,1204591,1008262,809018,646068,523926,7717838,53.2,946.8,1134174.662,34.809,1197903.107,701,"99,299",99.3,70.4,929.6,92.96,1113570.728,8400,83000,9.35507,55.02982353,61.3398,23.3762,42.626,,64,-1.342216,-1.323176,-2.571222,-0.9973711,-1.504086,-1.117563,0.12,0.35,0.55,0.88,0.65,0.45
AFG2016,9.26709,AFG,Afghanistan,2016,1000,SAS,South Asia,LIC,Low income,0.125128348,0.125128041,552.9969,69.19558854,69.19541879,35383028,2690807,2837944,5528751,2045061,1622768,1256879,1043138,845097,672831,543530,8029304,51.3,948.7,1140670.085,33.981,1202350.674,673,"99,327",99.33,67.5,932.5,93.25,1121192.004,8100,79812,9.26709,54.51229412,64.0549,24.2292,44.2012,,66,-1.526172,-1.226401,-2.671054,-1.327688,-1.498478,-1.037838,0.1,0.34,0.57,0.9,0.66,0.43
AFG2017,9.36697,AFG,Afghanistan,2017,1000,SAS,South Asia,LIC,Low income,0.128892067,0.128892067,553.355,71.3230697,71.3230697,36296111,2706583,2856404,5562987,2099324,1699734,1312227,1073897,881936,700150,562803,8330071,49.5,950.5,1145761.35,33.211,1205430.142,638,"99,362",99.36,64.8,935.2,93.52,1127318.269,7700,76996,9.36697,55.09982353,66.8087,25.0839,45.7891,,66,-1.515626,-1.325545,-2.801084,-1.336691,-1.562423,-0.9908541,0.08,0.31,0.58,0.92,0.69,0.42
AFG2018,9.58062,AFG,Afghanistan,2018,1000,SAS,South Asia,LIC,Low income,0.143030376,0.143030376,546.743,78.2008569,78.2008569,37171922,2727039,2874404,5601443,2148045,1774099,1370844,1103876,918728,728470,582527,8626589,47.9,952.1,1149759.987,32.487,1207604.23,,,,62.3,937.7,93.77,1132370.486,,74352,9.58062,56.35658824,69.6019,25.9405,47.3907,,72,-1.487624,-1.453096,-2.763864,-1.133277,-1.664038,-1.011603,0.07,0.28,0.57,0.93,0.72,0.43
AFG2019,0,AFG,Afghanistan,2019,1000,SAS,South Asia,LIC,Low income,0.140855038,0.140854654,555.139,78.19412478,78.19391195,38041757,2747452,2891330,5638782,2197654,1843985,1433056,1138037,954327,758533,603870,8929462,46.4,953.6,1153669.053,31.802,1209803.956,,,,60.1,939.9,93.99,1137094.738,,72026,,,72.4342,26.799,49.0062,,72,-1.400733,-1.463065,-2.655531,-1.12069,-1.713714,-1.006792,0.06,0.24,0.55,0.94,0.76,0.45
AFG2020,0,AFG,Afghanistan,2020,1000,SAS,South Asia,LIC,Low income,0.11491066,0.120935105,529.7412,60.87291085,64.06430738,38928341,2765103,2907406,5672509,2251504,1909206,1498590,1179138,988220,790703,627510,9244871,45,955,1158161.55,31.153,1212734.607,,,,58,942,94.2,1142396,,69714,,,75.0914,27.589,50.4996,,70,-1.475405,-1.523115,-2.729808,-1.378587,-1.807697,-1.083459,0.05,0.2,0.52,0.95,0.8,0.48
AFG2021,,AFG,Afghanistan,2021,1000,SAS,South Asia,LIC,Low income,,,,,,39835428,2792395,2932252,5724647,2301586,1972986,1570407,1226628,1020048,824061,651961,9567677,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.04,0.18,0.47,0.96,0.82,0.53
AGO1980,6.45764,AGO,Angola,1980,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,,0,2653.473,,0,8341290,801162,795741,1596903,432015,340933,240879,225562,193113,194512,160903,1787917,140.3,859.7,359511.2656,50.134,418182.2329,,,,237.3,762.7,76.27,318947.589,,,6.45764,37.98611765,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1981,5.9051,AGO,Angola,1981,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,,0,2448.883,,0,8640478,821797,815124,1636921,442806,361794,254545,227794,196526,195011,166822,1845298,138.6,861.4,373686.0694,50.207,433812.4789,,,,234.6,765.4,76.54,332040.0714,,,5.9051,34.73588235,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1982,6.10981,AGO,Angola,1982,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,,0,2363.407,,0,8952971,852204,844807,1697011,449532,381633,272938,227348,202648,192715,173522,1900336,137.1,862.9,388763.5508,50.322,450531.4067,,,,232.1,767.9,76.79,345963.0672,,,6.10981,35.94005882,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1983,5.3576,AGO,Angola,1983,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,,0,2376.371,,0,9278104,890558,883101,1773659,455538,399812,294449,226687,210055,189277,180072,1955890,135.8,864.2,404507.0176,50.449,468071.0687,,,,229.9,770.1,77.01,360461.53,,,5.3576,31.51529412,,,,,6,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1984,4.41896,AGO,Angola,1984,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,,0,2430.754,,0,9614756,931205,923782,1854987,466109,415796,316636,229617,216508,187272,185111,2017049,134.7,865.3,420716.2983,50.569,486208.5962,,,,227.9,772.1,77.21,375401.6571,,,4.41896,25.99388235,,,,,8,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1985,3.56445,AGO,Angola,1985,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.385590224,0.385590224,2428.139,936.2666607,936.2666607,9961993,970330,962753,1933083,484239,429390,337824,238231,220751,188105,187862,2086402,133.6,866.4,437275.9367,50.663,504704.4514,,,,226,774,77.4,390641.2454,,106721,3.56445,20.96735294,,,,,8,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1986,3.88475,AGO,Angola,1986,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.374407743,0.374407743,2411.851,903.0156887,903.0156887,10320116,1015601,1007564,2023165,507082,438606,356848,250704,222303,190753,187629,2153925,132.7,867.3,453904.6836,50.712,523353.7226,,,,224.6,775.4,77.54,405808.4765,,110028,3.88475,22.85147059,,,,,10,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1987,3.86083,AGO,Angola,1987,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.28157155,0.28157155,2423.632,682.425818,682.425818,10689247,1055505,1047296,2102801,537787,444836,375715,268248,221859,196475,185286,2230206,132.2,867.8,470401.7547,50.711,542062.4046,,,,223.8,776.2,77.62,420748.8385,,113693,3.86083,22.71076471,,,,,10,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1988,3.68711,AGO,Angola,1988,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.263181051,0.263181051,2484.141,653.7788384,653.7788384,11068051,1091221,1082974,2174195,572888,450932,393544,289125,221492,203707,182176,2313864,131.9,868.1,486721.3247,50.657,560674.2595,,,,223.3,776.7,77.67,435475.6974,,117531,3.68711,21.68888235,,,,,12,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1989,3.73797,AGO,Angola,1989,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.266787646,0.266787646,2401.272,640.6297043,640.6297043,11454784,1125653,1117393,2243046,606783,461280,409093,310500,224401,209939,180369,2402365,131.7,868.3,502750.0127,50.547,579004.9668,,,,222.9,777.1,77.71,449944.7597,,121336,3.73797,21.98805882,,,,,18,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1990,3.50982,AGO,Angola,1990,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.256038581,0.256038581,2241.408,573.8869235,573.8869235,11848385,1161349,1152992,2314341,636231,478542,421855,330559,232462,213837,181084,2494570,131.6,868.4,518397.6164,50.383,596957.1815,,,,222.8,777.2,77.72,463955.1214,,125306,3.50982,20.646,,,,,24,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1991,3.29758,AGO,Angola,1991,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.182866224,0.182866224,2189.612,400.4060793,400.4060793,12248901,1201977,1193843,2395820,659985,500689,430575,348808,244369,215169,183442,2583037,131.6,868.4,533634.2883,50.168,614502.8654,,,,222.6,777.4,77.74,477714.5275,,129175,3.29758,19.39752941,,,,,26,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1992,3.27684,AGO,Angola,1992,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.355967467,0.355967467,1995.241,710.2408856,710.2408856,12657361,1237828,1229514,2467342,680503,530058,436150,366726,261021,214522,188649,2677629,131.6,868.4,548692.2908,49.919,631842.8038,,,,222.7,777.3,77.73,491131.4114,,133137,3.27684,19.27552941,,,,,21,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1993,0,AGO,Angola,1993,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.389786831,0.389786831,1468.263,572.3095818,572.3095818,13075044,1271191,1262394,2533585,699454,563438,441486,383510,280780,213927,195244,2777839,131.6,868.4,563767.0903,49.652,649202.0847,,,,222.7,777.3,77.73,504624.7804,,136979,3.3602483333333333,19.766166665,,,,,30,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1994,0,AGO,Angola,1994,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.420967742,0.261,1440.69,606.4840161,376.02009,13503753,1304478,1295078,2599556,719874,595804,451091,398147,301067,216548,200953,2883484,131.5,868.5,579105.6521,49.378,666788.3156,,,,222.5,777.5,77.75,518427.9154,,140734,3.4436566666666666,20.25680392,,,,,27,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1995,0,AGO,Angola,1995,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.242117647,0.242117647,1604.346,388.4404786,388.4404786,13945205,1340277,1330328,2670605,743747,624215,467578,410233,320217,224205,204561,2994756,131,869,595170.1514,49.113,684890.8532,,,,221.7,778.3,77.83,533050.551,,144104,3.527065,20.747441175,,,,,24,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1996,0,AGO,Angola,1996,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.36816047,0.36816047,1764.023,649.4435362,649.4435362,14400722,1379923,1369827,2749750,768479,647685,489291,418839,337948,235931,206016,3104189,130.1,869.9,612203.6809,48.87,703763.2841,,,,220,780,78,548935.3616,,146944,3.610473333333333,21.23807843,,,,,28,-1.167702,-0.85994,-2.057286,-1.415345,-1.630469,-1.578164,NaN,NaN,NaN,NaN,NaN,NaN
AGO1997,0,AGO,Angola,1997,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.297673822,0.297673822,1832.43,545.4664412,545.4664412,14871572,1418424,1407940,2826364,796580,667943,517960,424462,355400,252181,205698,3220224,128.7,871.3,630413.1885,48.652,723531.7209,,,,217.4,782.6,78.26,566235.9248,,149207,3.6938816666666665,21.728715685,,,,,41,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO1998,3.77729,AGO,Angola,1998,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.255918106,0.255918106,1857.438,475.3520154,475.3520154,15359600,1457641,1446680,2904321,827474,686820,550571,429971,371847,271391,205550,3343624,126.7,873.3,650020.0844,48.46,744326.216,,,,213.8,786.2,78.62,585189.271,,150828,3.77729,22.21935294,,,,,47,-1.405836,-1.341783,-2.313072,-1.689659,-1.700753,-1.411879,NaN,NaN,NaN,NaN,NaN,NaN
AGO1999,0,AGO,Angola,1999,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.380916103,0.380916103,1837.279,699.8491572,699.8491572,15866871,1499698,1488361,2988059,860139,707384,582313,439684,386308,291118,208554,3475500,124.3,875.7,671012.8322,48.293,766258.8012,,,,209.6,790.4,79.04,605650.9565,,152070,4.205489,24.738170587,,,,,21,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
AGO2000,0,AGO,Angola,2000,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.410282024,0.410282024,1832.356,751.7827289,751.7827289,16395477,1546980,1535574,3082554,893953,731544,610302,456065,398356,309788,216368,3616376,121.5,878.5,693524.9881,48.15,789442.2176,827,"99,173",99.17,204.4,795.6,79.56,628080.2283,6600,152626,4.633687999999999,27.256988234,41.1443,,27.5575,,31,-1.522685,-1.46231,-2.035583,-1.799331,-1.663307,-1.458065,0.47,0.62,0.82,0.53,0.38,0.18
AGO2001,0,AGO,Angola,2001,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.368745023,0.368745023,1847.42,681.2269296,681.2269296,16945753,1601803,1591006,3192809,926367,756586,633791,477560,407052,327077,227709,3756142,118.2,881.8,717656.1744,48.027,813853.6793,766,"99,234",99.23,198.4,801.6,80.16,652385.1094,6300,152636,5.061887,29.775805881,42.2547,,28.9892,,42,,,,,,,0.42,0.6,0.82,0.58,0.4,0.18
AGO2002,0,AGO,Angola,2002,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.286751279,0.286751279,2031.123,582.4271187,582.4271187,17519418,1656113,1646166,3302279,960812,784703,654146,505798,412930,344181,243409,3905979,114.5,885.5,743264.6461,47.911,839372.8358,690,"99,310",99.31,191.5,808.5,80.85,678632.9377,5800,151954,5.490086,32.294623528,43.3768,,30.4225,,47,-1.183629,-1.238857,-1.577046,-1.46316,-1.617329,-1.238779,0.35,0.59,0.8,0.65,0.41,0.2
AGO2003,0,AGO,Angola,2003,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.291134287,0.291134287,2022.355,588.776882,588.776882,18121477,1712149,1703168,3415317,996831,815600,673252,537977,418821,360426,262028,4064935,110.4,889.6,770351.6998,47.786,865952.8999,628,"99,372",99.37,183.8,816.2,81.62,706790.7569,5500,150464,5.918284999999999,34.813441175,44.3639,,31.8561,,46,-1.320665,-1.156531,-1.006538,-1.212144,-1.52141,-1.272615,0.29,0.56,0.79,0.71,0.44,0.21
AGO2004,0,AGO,Angola,2004,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.306062653,0.306062808,2167.647,663.4357913,663.4361285,18758138,1773152,1764789,3537941,1033726,848589,694209,569552,428955,374916,281317,4231264,105.7,894.3,799163.4146,47.639,893618.9362,574,"99,426",99.43,175.1,824.9,82.49,737146.2605,5200,147901,6.346483999999999,37.332258822,45.3513,,33.2904,,47,-1.313559,-1.314578,-1.062798,-1.251539,-1.496279,-1.28548,0.24,0.52,0.78,0.76,0.48,0.22
AGO2005,0,AGO,Angola,2005,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.334972716,0.334972923,2406.778,806.2049625,806.2054628,19433604,1842658,1834129,3676787,1071060,883180,718877,597736,445715,387261,299797,4403626,100.9,899.1,829134.565,47.453,922182.8106,519,"99,481",99.48,166.1,833.9,83.39,769008.2458,4800,144834,6.774683,39.851076469000006,46.336,,34.7226,,47,-1.296139,-1.137153,-0.8875439,-1.257796,-1.427661,-1.234719,0.21,0.47,0.77,0.79,0.53,0.23
AGO2006,0,AGO,Angola,2006,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.400236403,0.400236593,2589.322,1036.340923,1036.341416,20149905,1923515,1915087,3838602,1106205,917653,745610,622349,468002,396864,317171,4573854,95.7,904.3,860330.9125,47.215,951377.7646,473,"99,527",99.53,156.4,843.6,84.36,802582.2822,4500,140794,7.202881999999999,42.369894116,47.1502,,35.9913,,44,-1.220061,-1.369493,-0.541986,-1.132907,-1.300314,-1.252088,0.18,0.4,0.76,0.82,0.6,0.24
AGO2007,0,AGO,Angola,2007,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.423942864,0.423942441,2845.406,1206.28957,1206.288365,20905360,2003686,1994368,3998054,1142247,954334,775587,644260,497081,403996,334672,4752177,90.6,909.4,892011.8093,46.92,980879.4912,431,"99,569",99.57,147,853,85.3,836690.206,4300,136584,7.631081,44.888711763,47.9615,,37.2593,,48,-1.289693,-1.206412,-0.6660322,-1.02466,-1.365904,-1.185314,0.2,0.48,0.83,0.8,0.52,0.17
AGO2008,8.05928,AGO,Angola,2008,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.483942371,0.483942589,3048.016,1475.064089,1475.064755,21695636,2083562,2073200,4156762,1178990,992337,808088,664940,529983,411127,351441,4936906,85.5,914.5,923840.6107,46.563,1010213.899,395,"99,605",99.61,137.7,862.3,86.23,871107.4452,4000,131901,8.05928,47.40752941,48.7704,,38.5275,,49,-1.284621,-1.062213,-0.3629115,-1.065344,-1.366982,-1.119347,0.19,0.41,0.81,0.81,0.59,0.19
AGO2009,8.1015,AGO,Angola,2009,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.370786007,0.370786074,2962.447,1098.433895,1098.434092,22514275,2162090,2152322,4314412,1216653,1030541,842116,687077,562057,422158,366427,5127029,80.6,919.4,955142.7703,46.143,1038876.191,359,"99,641",99.64,128.7,871.3,87.13,905172.8255,3700,127021,8.1015,47.65588235,49.5752,,39.7943,,50,-1.404655,-0.9603533,-0.3472624,-1.031473,-1.230835,-1.126125,0.19,0.36,0.77,0.81,0.64,0.23
AGO2010,8.45366,AGO,Angola,2010,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.42757066,0.427570715,2994.438,1280.333832,1280.333998,23356247,2239035,2233041,4472076,1255663,1068258,877070,712319,590500,439355,379162,5322327,75.9,924.1,985416.6345,45.656,1066352.813,326,"99,674",99.67,120.4,879.6,87.96,937963.9343,3500,122204,8.45366,49.72741176,50.3768,,41.0608,,51,-1.326095,-1.117862,-0.2261823,-1.035929,-1.265275,-1.120539,0.2,0.32,0.72,0.8,0.68,0.28
AGO2011,9.12239,AGO,Angola,2011,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.45462588,0.454625967,2987.768,1358.316657,1358.316916,24220660,2323168,2322656,4645824,1293415,1103117,911493,738664,614549,460920,388215,5510373,71.5,928.5,1014293.592,45.102,1092400.207,300,"99,700",99.7,112.5,887.5,88.75,969505.184,3300,117349,9.12239,53.66111765,51.1748,,42.3267,,52,-1.344277,-1.153529,-0.3692378,-1.097776,-1.265322,-1.125478,0.21,0.3,0.65,0.79,0.7,0.35
AGO2012,0,AGO,Angola,2012,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.413253224,0.413253224,3128.325,1292.790392,1292.790392,25107925,2395061,2403657,4798718,1333539,1138163,947662,767919,635796,488942,394793,5706814,67.4,932.6,1041832.553,44.493,1117126.907,281,"99,719",99.72,105.1,894.9,89.49,999716.8691,3100,112401,,,51.9685,,43.5915,,53,-1.26847,-0.9896995,-0.3893225,-0.9697781,-1.269484,-1.076247,0.22,0.29,0.6,0.78,0.71,0.4
AGO2013,0,AGO,Angola,2013,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.367336001,0.367336112,3168.605,1163.942689,1163.943042,26015786,2458200,2478135,4936335,1376409,1173490,984663,799462,655703,520548,401317,5911592,63.7,936.3,1068050.676,43.847,1140714.169,269,"99,731",99.73,98.5,901.5,90.15,1028353.823,3100,107928,,,52.7573,,44.8548,,54,-1.309463,-1.22359,-0.3912335,-1.054224,-1.267944,-1.113843,0.24,0.29,0.55,0.76,0.71,0.45
AGO2014,0,AGO,Angola,2014,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.307249604,0.307249582,3207.178,985.4041692,985.4041004,26941773,2517349,2548127,5065476,1422713,1209467,1021325,832291,676853,551212,411565,6125426,60.5,939.5,1093013.963,43.182,1163399.642,258,"99,742",99.74,92.9,907.1,90.71,1055319.815,3000,104029,,,53.5415,,46.117,,55,-1.443944,-1.124248,-0.333232,-0.9884589,-1.118245,-1.145494,0.25,0.31,0.52,0.75,0.69,0.48
AGO2015,0,AGO,Angola,2015,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.241285289,0.241285307,3127.891,754.7140849,754.714139,27884380,2576574,2615784,5192358,1473079,1246606,1057068,865793,700895,578254,427734,6349429,57.7,942.3,1117232.188,42.52,1185643.838,251,"99,749",99.75,88.1,911.9,91.19,1081188.616,3000,100744,,,54.3169,,47.3745,,59,-1.395014,-1.000327,-0.5008978,-0.9091855,-1.081989,-1.177248,0.25,0.35,0.5,0.75,0.65,0.5
AGO2016,0,AGO,Angola,2016,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.175110343,0.17511029,2945.968,515.8694663,515.8693104,28842482,2634324,2684354,5318678,1526426,1284472,1091898,899874,726889,601780,448633,6579972,55.5,944.5,1140937.895,41.882,1207980.831,246,"99,754",99.75,84.1,915.9,91.59,1106389.643,3000,98196,,,55.0843,,48.6279,,59,-1.439528,-1.03597,-0.3158988,-1.00138,-1.087554,-1.1396,0.25,0.4,0.49,0.75,0.6,0.51
AGO2017,0,AGO,Angola,2017,1000,SSF,Sub-Saharan Africa,LMC,Lower middle income,0.174756187,0.17460999,2845.432,497.2568473,496.840853,29816769,2691453,2745665,5437118,1583576,1323518,1126088,935067,755240,622220,475507,6821216,53.5,946.5,1165014.708,41.281,1230866.041,241,"99,759",99.76,80.6,919.4,91.94,1131658.238,3000,96078,,,55.8429,,49.877,,56,-1.410953,-1.026034,-0.380449,-1.042228,-1.101168,-1.097939,0.25,0.43,0.51,0.75,0.57,0.49
